Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-REG-00268,Veeva,Regulatory,Publishing,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Approve Manufacturing Veeva Publishing,User has Veeva access and Manufacturing data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00269,Veeva,Regulatory,Publishing,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Functional,Update Manufacturing Veeva Publishing,User has Veeva access and Manufacturing data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00270,Veeva,Regulatory,Publishing,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Regression,Edit Manufacturing Veeva Publishing,User has Veeva access and Manufacturing data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00271,Veeva,Regulatory,HA Correspondence,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Performance,Delete Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00272,Veeva,Regulatory,HA Correspondence,Pharma,Create -> Submit -> Approve -> Release -> Monitor,UI,Route Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00273,Veeva,Regulatory,HA Correspondence,Pharma,Author -> Review -> Sign -> Distribute -> Track,Performance,Archive Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00274,Veeva,Regulatory,HA Correspondence,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Route Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00275,Veeva,Regulatory,HA Correspondence,Pharma,Content -> Approval -> HCP Delivery -> Analytics,UI,Submit Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00276,Veeva,Regulatory,HA Correspondence,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Security,Search Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00277,Veeva,Regulatory,HA Correspondence,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Workflow,Edit Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00278,Veeva,Regulatory,HA Correspondence,Biotech,Author -> Review -> Sign -> Distribute -> Track,Integration,Edit Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00279,Veeva,Regulatory,HA Correspondence,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Regression,Create Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00280,Veeva,Regulatory,HA Correspondence,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Integration,Create Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00281,Veeva,Regulatory,HA Correspondence,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Security,Validate Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00282,Veeva,Regulatory,HA Correspondence,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Security,Restore Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00283,Veeva,Regulatory,HA Correspondence,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,UI,Create Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00284,Veeva,Regulatory,HA Correspondence,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Clone Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00285,Veeva,Regulatory,HA Correspondence,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Security,Escalate Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00286,Veeva,Regulatory,HA Correspondence,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Integration,Search Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00287,Veeva,Regulatory,HA Correspondence,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Escalate Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00288,Veeva,Regulatory,HA Correspondence,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Archive Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00289,Veeva,Regulatory,HA Correspondence,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Security,Update Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00290,Veeva,Regulatory,HA Correspondence,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Performance,Update Consumer Health Veeva HA Correspondence,User has Veeva access and Consumer Health data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00291,Veeva,Regulatory,HA Correspondence,CRO,Setup -> Review -> Approve -> Publish -> Archive,Functional,Create CRO Veeva HA Correspondence,User has Veeva access and CRO data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00292,Veeva,Regulatory,HA Correspondence,CRO,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Update CRO Veeva HA Correspondence,User has Veeva access and CRO data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
